evolucion,id_proyecto,origen,presentado_por,tipo,titulo
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,131557,CRR,"Rodríguez, Gloria; Umpiérrez, Alejo",PROYECTO DE LEY,DIA ORGULLO NEGRITUD - 20 MARZO. DECLARACION.
:PEDIDO_INFORME_ENVIO,143059,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,ASSE. FUMIGACION PABELLON 2 COLONIA ETCHEPARE. INFORMES.
:PEDIDO_INFORME_ENVIO,142657,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,RUTA 7. TRAMO FRAILE MUERTO - BAÑADOS MEDINA REPARACION. EMPRESA CONTRATADA. INFORMES
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141442,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,BARRIO MARACANA (MONTEVIDEO). PLAN REGULARIZACION ASENTAMIENTOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141107,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,BSE. FUNCIONARIOS INISA. AMPARO LICENCIA LABORAL PERIODO 2016-2018. INFORMES.
:PEDIDO_INFORME_ENVIO,141121,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,AFRODESCENDIENTES. CUMPLIMIENTO LEY 19122  ART 10 PERIODO (2015-2017). INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141123,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,AFRODESCENDIENTES. CUMPLIMIENTO LEY 19122 ART 5 PERIODO (2015-2017). INFORMES.
:PEDIDO_INFORME_ENVIO,140627,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,ALDEAS DE LA BONDAD. PACIENTES TRASLADADOS. SITUACIÓN. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140636,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,ORGANISMOS ESTADO. VACANTES CUBIERTAS PERSONAS AFRODESCENDIENTES. DETALLE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139991,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,BSE. FUNCIONARIOS INISA. AMPARO LICENCIA LABORAL. PERIODO 2016 - 2018. INFORMES.
:PEDIDO_INFORME_ENVIO,138334,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,PROTECCION INTEGRAL PERSONAS DISCAPACIDAD (LEY 18651). ADECUACIONES EDILICIAS Y TRANSPORTE COLECTIVO PUBLICO. CUMPLIMIENTO MTOP. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138337,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,PROTECCION INTEGRAL PERSONAS DISCAPACIDAD (LEY 18651). ADECUACIONES EDILICIAS Y TRANSPORTE COLECTIVO PUBLICO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137125,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,AGUA EMBOTELLADA EMPRESAS PRIVADAS. CONSUMO DEPENDENCIAS OSE PERIODO 2005-2015. INFORMES.
:PEDIDO_INFORME_ENVIO,136535,CRR,"Rodríguez, Gloria; Satdjian, José",PEDIDO DE INFORMES,TRABAJADORES ONG EDUCACION SOLIDARIA. DENUNCIA. IRREGULARIDADES. INFORMES.
:PEDIDO_INFORME_ENVIO,136479,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,INSTITUTO NACIONAL DE CIEGOS GENERAL ARTIGAS. RECURSOS. INFORMES.
:PEDIDO_INFORME_ENVIO,136491,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,ORGANIZACIONES CIVILES. PARTICIPACION PROGRAMAS INMUJERES PRONADIS DEPARTAMENTO MUJERES AFRODESCENDIENTES.
:PEDIDO_INFORME_ENVIO,136492,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,"MIDES. PLAN ESTRATEGICO. GASTO RENDICION CUENTAS AÑO 2016. INFORMES,"
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,135856,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,MIDES. ANCIANOS SITUACION VULNERABILIDAD CERRO LARGO (DPTO). MEDIDAS ADOPTADAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,135857,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,MIDES. ANCIANOS SITUACION VULNERABILIDAD CERRO LARGO (DPTO). MEDIDAS ADOPTADAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,135703,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,AGUA .POTABILIZACION . PRODUCTOS UTILIZADOS. CANTIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133849,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,VIOLENCIA DOMESTICA. CIUDADANA VICTIMA. DENUNCIAS. INFORMES.
:PEDIDO_INFORME_ENVIO,133850,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,VIOLENCIA DOMESTICA. CIUDADANA VICTIMA. DENUNCIAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133775,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,ESTAFA FONASA. PERSONAS CON SUBSIDIO INVOLUCRADAS. CANTIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133346,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,INAU Y ALDEAS DE LA BONDAD (SALTO-PAYSANDU). SITUACION INTERNOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133124,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,FUNDACION ALDEAS DE LA BONDAD (SALTO). INTERNOS. TRASLADOS. INAU. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,132037,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,FUNDACION ALDEAS DE LA BONDAD SALTO Y PAYSANDU (DPTOS). RESICION CONTRATOS INAU. INTERVENCION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,131520,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,"RODRIGUEZ, Camila Antonella. MALOS TRATOS RECIBIDOS. DENUNCIA. INFORMES."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130915,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,MUERTE INTERNO CENTRO REHABILITACION MEDICO OCUPACIONAL Y SICOSOCIAL. ATRAPADO CAMION LEÑA. PROTOCOLO CARGA Y DESCARGA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130581,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,COLONIAS ETCHEPARE Y SANTIN CARLOS ROSSI. FUMIGACION. IRREGULARIDADES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130574,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,PRESTACIONES ALIMENTARIAS INDA. IRREGULARIDADES. DENUNCIAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PASE_ARCHIVO,130590,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,CONCURSOS AFRODESCENDIENTES Y DISCAPACITADOS. LLAMADOS RIVERA (DPTO). INFORMES.
:PEDIDO_INFORME_ENVIO,130587,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,PERSONAS CIEGAS Y BAJA VISION RIVERA (DPTO). REHABILITACION. INFORMES.
:PEDIDO_INFORME_ENVIO,130334,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,HOGAR ANCIANOS JUAN JOSE BURGOS (MELO - CERRO LARGO). INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130345,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,HOGAR ANCIANOS JUAN JOSE BURGOS MELO (CERRO LARGO). FUNCIONAMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA,130202,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,AFRODESCENDIENTES. INGRESO ADMINISTRACION PUBLICA Y APOYO EDUCATIVO. CUMPLIMIENTO LEY 19122. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130127,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,INSTITUTO NACIONAL CIEGOS ARTIGAS. PERSONAL Y SERVICIO ALIMENTACION. INFORMES.
:PEDIDO_INFORME_ENVIO,129955,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,INSTITUTO NACIONAL DE CIEGOS GENERAL ARTIGAS. TRANSFERENCIA MIDES. NOMINA BIENES. INFORMES.
:PEDIDO_INFORME_ENVIO,129954,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,HOGAR ANCIANOS.HABILITACION BOMBEROS CONTROL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PASE_ARCHIVO,129953,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,INSTITUTO TIBURCIO CACHON. LEGADO BIENES MSP. CONSTRUCCION ASILO CIEGOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,129958,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,HOGAR ANCIANOS. BOMBEROS HABILITACION. CANTIDADES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,129968,CRR,"Rodríguez, Gloria",PEDIDO DE INFORMES,PILETAS AGUA PENAL LIBERTAD (SAN JOSE). LIMPIEZA Y CONTROL CALIDAD. INFORMES.
:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_INFORMA:CAMARA_ENTRADA:CAMARA_APRUEBA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_INFORMA:CAMARA_APRUEBA:PASE_ARCHIVO,135487,CRR,"Rubio, Eduardo",RESOLUCION,COMISION GESTION ASSE Y PRESUNTA ESTAFA FONASA (INVESTIGADORA). CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,133160,CRR,"Rubio, Eduardo",PROYECTO DE LEY,AFILIADOS COMPULSIVAMENTE A AFAP. APORTES REALIZADOS. TRANSFERENCIA BPS. OPCION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,133021,CRR,"Rubio, Eduardo",PROYECTO DE LEY,LECHERIA. LEY EMERGENCIA NACIONAL.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,130613,CRR,"Rubio, Eduardo",PROYECTO DE LEY,DIA HUELGA GENERAL DEFENSA DEMOCRACIA Y LIBERTADES PUBLICAS - 27 JUNIO. DECLARACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,127795,CRR,"Rubio, Eduardo",PROYECTO DE LEY,PESCA ARTESANAL. INTERES NACIONAL. DECLARACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,127797,CRR,"Rubio, Eduardo",PROYECTO DE LEY,HUELGA. RETENCION HABERES. PRIMA POR ASIDUIDAD. EXCLUSION DESCUENTO.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,126854,CRR,"Rubio, Eduardo",PROYECTO DE LEY,INMUEBLES RURALES. ADQUISICION. EXTRANJEROS. PROHIBICION. REGIMEN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:PASE_ARCHIVO,125672,CRR,"Rubio, Eduardo",PROYECTO DE LEY,DIRECCION NACIONAL DE MARINA MERCANTE (DINAMAR). CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO,125609,CRR,"Rubio, Eduardo",PROYECTO DE LEY,PLAN NACIONAL VIVIENDA POPULAR POR CONSTRUCCION PUBLICA. CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO,125254,CRR,"Rubio, Eduardo",PROYECTO DE LEY,DRAGADO PUBLICO. DESARROLLO. INTERES NACIONAL. DECLARACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO,125255,CRR,"Rubio, Eduardo",PROYECTO DE LEY,ADMINISTRACION FERROCARRILES ESTADO (AFE). TRANSPORTE PASAJEROS Y CARGA. RECUPERACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,124771,CRR,"Rubio, Eduardo",PROYECTO DE LEY,LEY CADUCIDAD DELITOS INTEGRANTES FFAA Y POLICIA. ANULACION PARCIAL.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,143067,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,BPS FUNCIONARIOS 62 AÑOS EDAD. CESE OBLIGATORIO. JUBILACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,142607,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,ANEP. COBERTURA ACCIDENTES TRABAJO. TRABAJADORES DOCENTES Y NO DOCENTES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,142605,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,PUERTO CAMACHO Y PUERTO BUENA VISTA COLONIA (DPTO). PERMISOS ADUANA. INFORMES.
:PEDIDO_INFORME_ENVIO,142654,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,"ASSE. TORIANI, Andres y RECCHI, Victor.  INVESTIGACIONES ADMINISTRATIVAS. INFORMES."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673,142650,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,HOSPITAL PEREIRA ROSSELL. MEDICOS ESPECIALISTAS. ATENCION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673,142642,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,ASSE. MATERNIDADES PUBLICAS. NACIMIENTOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,142680,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,ASSE. RED ATENCION PRIMER NIVEL CANELONES (DPTO). CARGOS. CREACION. INFORMES.
:PEDIDO_INFORME_ENVIO,142697,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,NIÑOS Y ADOLESCENTES DISCAPACITADOS. AYUDA EXTRAORDINARIA. REHABILITACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,142674,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,BROU. EMPRESA CAPUTO. CITRICOLA SALTEÑA S.A. OBLIGACIONES.TRABAJADORES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,142672,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,EMPRESA CAPUTTO CITRICOLA SALTEÑA SA. APORTES PATRONALES. INCUMPLIMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO,142673,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,EMPRESA CITRICOLA SALTEÑA CAPUTTO S.A.. OBLIGACIONES CON TRABAJADORES. CUMPLIMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141104,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,"ANV. BARRIO ""EL CORTIJO"" MALDONADO (DPTO). REMATE VIVIENDAS. IRREGULARIDADES. INFORMES."
:PEDIDO_INFORME_ENVIO,141089,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,LICEO 1 CHUY (ROCHA). LICITACION CANTINA. DETALLES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141111,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,CENTRO SALUD MONTERREY CIUDAD DE LA COSTA - CANELONES). SERVICIOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141110,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,EMPRESA SCHUEPBACH. CERRO DE CHAGA (SALTO). DERRAME. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140796,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,HOSPITAL CERRO LARGO (DPTO). TRASLADO PACIENTES. INFORMES.
:PEDIDO_INFORME_ENVIO,140797,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,ESCUELA 21 CAÑADA GRANDE (SAN JOSE). AUXILIAR SERVICIO. ASIGNACION PARTIDA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140213,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,TRABAJADORES EMPRESA BIMBO. MEDIDAS SINDICALES. REPRESION POLICIAL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140214,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,TRABAJADORES EMPRESA BIMBO. MEDIDAS SINDICALES. REPRESION POLICIAL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140108,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,"OSE. RED CAÑERIAS PLOMO SORIANO (DPTO). OPERARIOS, LICITACIONES Y COMUNICADOS PRENSA. INFORME."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139710,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,CENTRO PENITENCIARIO UNIDAD PERSONAS PRIVADAS LIBERTAD 1 (MONTEVIDEO). FUNCIONAMIENTO. PLANES. DETALLES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139712,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,SUBSIDIO CERVEZA. REDUCCION. MONTO DESTINADO HOSPITAL CLINICAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139608,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,PEONES PRACTICOS Y OBREROS NO ESPECIALIZADOS. OBRAS ESTADO. LEY 18.516. APLICACION PERIODO 2009-2018. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139609,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,ANEP. APORTES PREVISIONALES. MULTAS. MONTO. INFORMES.
:PEDIDO_INFORME_ENVIO,139611,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,CODICEN. TRABAJADOR DEPENDIENTE. APORTES BPS. MULTAS. MONTO. INFORMES.
:PEDIDO_INFORME_ENVIO,139036,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,ANTEL. INVERSIONES Y APORTES ANUALES. PERIODO 2003-2017. DETALLES. INFORMES.
:PEDIDO_INFORME_ENVIO:PASE_ARCHIVO,139072,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,DIRECCION SECTORIAL DE INTEGRACION EDUCATIVA. ACTIVIDADES. PROGRAMAS. DETALLES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,139084,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,DIRECCION SECTORIAL INTEGRACION EDUCATIVA. ACTIVIDADES. PROGRAMAS. DETALLES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138375,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,TRABAJADORES RURALES. ACCIDENTES TRABAJO. CANTIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138367,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,BACTERIA KPC HOSPITAL PASTEUR. MEDIDAS ADOPTADAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138377,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,TRABAJADOR RURAL. PERDIDA PUESTOS TRABAJO PERIODO 2013-2018. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138402,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,MGAP. EMPRESAS SECTOR LECHERO. PRODUCTORES ARROCEROS Y FRIGORIFICOS EXTRANJEROS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138400,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,"MGAP. EMPRESAS SECTOR LECHERO, PRODUCTORES ARROCEROS,  FRIGORIFICOS EXTRANJEROS Y PRODUCTORES GANADEROS. INFORMES."
:PEDIDO_INFORME_ENVIO,137774,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,DIRECCION NACIONAL MINERIA Y GEOLOGIA. EMPRENDIMIENTO MINERO JAUREGUIBERRY (CANELONES). DENUNCIAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137772,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,VECINOS JAUREGUIBERRY (CANELONES). EXTRACCION ARENA HORARIO NOCTURNO. DENUNCIA DINAMA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137787,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,"PAYCUEROS SA. APORTES PATRONALES, COMERCIALIZACION Y EXPORTACION. INFORMES."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137786,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,DINAMA. CURTIEMBRE PAYCUEROS SA. IMPACTO AMBIENTAL. INFORMES.
:PEDIDO_INFORME_ENVIO,137112,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,PROYECTO ANTEL ARENAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136842,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,POLICLINICA RAFAEL PERAZA (SAN JOSE). ATENCION MEDICA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136845,CRR,"Rubio, Eduardo",PEDIDO DE INFORMES,CONVENIO INAU - ASSE. ASISTENCIA CENTRO PORTAL AMARILLO. INFORMES.
:PEDIDO_INFORME_ENVIO,140547,CRR,"Roselli, Edmundo",PEDIDO DE INFORMES,JEFATURA  POLICIAL COLONIA (DPTO). FUNCIONAMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO,139760,CRR,"Reisch, Nibia; Roselli, Edmundo",PEDIDO DE INFORMES,PRESIDENTE CODICEN. ACTIVIDAD PARTIDARIA COLONIA (DPTO). FRENTE AMPLIO. DETALLES. INFORMES
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136289,CRR,"Roselli, Edmundo",PEDIDO DE INFORMES,LICEOS NUEVA PALMIRA Y EL GENERAL (COLONIA). CONSTRUCCION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134758,CRR,"Roselli, Edmundo",PEDIDO DE INFORMES,CONVENIO ASSE - UNOPS CONSTRUCCION HOSPITAL COLONIA DEL SACRAMENTO (COLONIA). INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128703,CRR,"Roselli, Edmundo",PEDIDO DE INFORMES,AGUA POTABLE CARMELO (COLONIA). CALIDAD INFORMES.
